blog-item-name,blog-item-link,blog-item-date,blog-item-viewcount
"http://blog.sina.com.cn/s/blog_5d9eeb970100e4hf.html","绝世武功：动桩训练之精华篇（七）","2009-07-14 06:38","(44/5674)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dj94.html","端午自省，祝快乐！","2009-05-28 07:39","(25/2577)"
"http://blog.sina.com.cn/s/blog_5d9eeb970101apad.html","绝世武功：兴衰一瞬间","2013-11-04 08:11","(80/4105)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100n6h0.html","绝世武功：武学的对立统一  传承与…","2010-12-10 09:36","(57/2023)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100l97b.html","绝世武功：武学公式","2010-09-13 19:59","(59/3816)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100grb5.html","绝世武功：医治的也许是思想而不是…","2010-01-21 14:25","(51/2165)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701013q0t.html","绝世武功：武学的知己功夫","2012-12-18 19:39","(97/5147)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102wd4a.html","绝世武功：锻炼的记忆习惯模式与佛…","2016-03-04 21:36","(56/2683)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100lgu6.html","绝世武功：命运","2010-09-26 19:46","(33/1872)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dq83.html","绝世武功：博友之书，未名是真心","2009-06-13 15:50","(15/2281)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100t4r5.html","绝世武功：认识与身知","2011-08-31 07:44","(80/3339)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100yiux.html","绝世武功：串串子","2012-05-10 18:30","(126/5570)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100e0ob.html","绝世武功：武者心事，大德至上也。","2009-07-06 06:39","(37/2518)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100cs56.html","武术中的“劲”","2009-04-11 09:24","(107/8963)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102wqwv.html","绝世武功：中秋快乐","2016-09-16 22:16","(3/577)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100kww5.html","绝世武功：说感觉","2010-08-24 21:39","(49/2377)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102vnnp.html","绝世武功：神意的前提补充","2015-03-27 09:26","(144/5293)"
"http://blog.sina.com.cn/s/blog_5d9eeb970101d4si.html","绝世武功：浑圆桩的功用之一","2014-03-30 08:30","(107/9365)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100czk0.html","武学与道教，佛教的关系！","2009-04-23 09:04","(85/6900)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100q5ja.html","绝世武功：气以直养而无害","2011-04-11 11:20","(77/5094)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dsr1.html","绝世武功：书拳同道  画眼我心","2009-06-19 16:23","(9/1987)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100obpi.html","绝世武功：为过年添个“菜”。","2011-01-27 10:07","(92/2070)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100mdz4.html","绝世武功：不可说，不可不说","2010-11-09 17:30","(37/2723)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100ezws.html","绝世武功：拜师学道所需法信","2009-09-04 16:10","(43/2518)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100tmih.html","绝世武功：肌肉骨骼图片及视频","2011-09-24 08:33","(19/4284)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100vsbx.html","绝世武功：详解动桩五弓的来龙去脉","2012-01-05 07:16","(143/7758)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100hbno.html","绝世武功：先生送来了画像，发上来…","2010-03-09 14:47","(35/2676)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100drnd.html","绝世武功：书拳释道系列","2009-06-17 08:40","(8/1954)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100n03x.html","绝世武功：关于养生与武学","2010-12-03 08:28","(41/2453)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100j8z5.html","绝世武功：动与静的养生武学关系","2010-06-12 07:34","(48/2780)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100npf9.html","[转载]介绍一种与老师沟通简单有效…","2011-01-01 13:24","(26/3302)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100l2a5.html","我的博客今天1岁274天啦！","2010-09-03 12:54","(20/1100)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701013e4a.html","心物","2012-12-03 08:31","(99/3676)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102x1op.html","绝世武功：内家拳的“节节贯穿”到底…","2017-04-14 07:42","(7/1207)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102wf50.html","绝世武功：现代科学研究运动模式的…","2016-03-29 16:31","(57/2499)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100wghx.html","绝世武功:说练功","2012-02-17 08:21","(51/4062)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102wkv6.html","绝世武功：内家拳的拳意怎么做？","2016-06-29 16:23","(21/2233)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102uw81.html","绝世武功：力与劲的关系","2014-06-29 06:44","(103/4614)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102wjq5.html","绝世武功：端午节里武人干什么？","2016-06-09 09:31","(22/1326)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100o3zn.html","绝世武功：武学与拳道","2011-01-17 17:12","(63/2558)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100iuxm.html","绝世武功：不知道说什么，乱弹琴。","2010-05-26 05:59","(38/2253)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100hpqp.html","绝世武功：我是谁？","2010-03-31 17:57","(56/2762)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100xpg4.html","绝世武功：强说上下相随之动桩","2012-04-09 10:50","(163/7543)"
"http://blog.sina.com.cn/s/blog_5d9eeb970101649v.html","清明祭","2013-04-03 10:39","(59/1525)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102wiwc.html","绝世武功：器物与拳形","2016-05-24 07:36","(35/2097)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701013apc.html","绝世武功：不得不改邮箱了","2012-11-28 20:27","(36/2535)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dr6v.html","绝世武功：书拳释道","2009-06-16 05:57","(6/2202)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701019r6q.html","绝世武功：肌梭与键梭在武术中的重…","2013-09-15 06:50","(95/4593)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100iyhi.html","绝世武功：武学的规矩","2010-05-30 18:38","(43/2890)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102uxn1.html","绝世武功：形曲力直解","2014-07-31 08:27","(60/4487)"
"http://blog.sina.com.cn/s/blog_5d9eeb970101bn1i.html","绝世武功：论谋事在人，成事在天","2013-12-28 10:29","(109/4069)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100q4q9.html","绝世武功：摘抄","2011-04-10 09:31","(73/3119)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100l75p.html","绝世武功：节日的礼物","2010-09-10 09:30","(39/1628)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701019u0i.html","绝世武功：中秋快乐","2013-09-19 08:34","(83/1498)"
"http://blog.sina.com.cn/s/blog_5d9eeb970101e6sy.html","绝世武功：端午节","2014-06-02 07:32","(71/1716)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100ouub.html","绝世武功：变则通","2011-02-23 10:16","(59/2874)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100nln2.html","绝世武功：劲之始“棚”说","2010-12-28 10:34","(61/3504)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100doy2.html","绝世武功：书画艺术与武学艺术之间…","2009-06-11 08:10","(22/2755)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100d9qo.html","武学之五脏","2009-05-08 10:53","(37/5049)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100bh2v.html","开坛","2008-12-04 13:19","(325/11681)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100hu8v.html","绝世武功：大话诚信论武学","2010-04-08 06:33","(37/2323)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100ncii.html","绝世武功：一壶酒，高了","2010-12-16 15:41","(105/2410)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dsy1.html","绝世武功：友之书","2009-06-20 07:58","(17/2020)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100y758.html","绝世武功：人生","2012-04-27 07:27","(61/3447)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100icb3.html","绝世武功：发几个图，以其说明大拳…","2010-05-02 15:40","(52/5556)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100ezx6.html","绝世武功：转载“小论杀戒”","2009-09-04 16:36","(38/2173)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100t848.html","绝世武功：证悟的实质","2011-09-05 06:21","(77/3274)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100h3rk.html","绝世武功：漫说“武学”的学问，之一…","2010-02-21 10:34","(133/3877)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100jhh4.html","绝世武功：擦亮眼睛修武道","2010-06-22 09:57","(45/2623)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100vg09.html","绝世武功：骨架与平衡","2011-12-17 10:27","(107/8595)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701017ziy.html","绝世武功：不知不觉，已知已觉，先…","2013-06-25 07:28","(177/6544)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100m55k.html","绝世武功：生长","2010-10-28 10:32","(63/2083)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102x21y.html","绝世武功：新武道武医基础培训之筋…","2017-04-25 15:58","(9/1039)"
"http://blog.sina.com.cn/s/blog_5d9eeb97010122c0.html","绝世武功：圆满快乐","2012-09-30 08:35","(43/1929)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100gczi.html","绝世武功：踏一步，慢慢走","2009-12-15 09:45","(46/3280)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100e4zr.html","绝世武功：关公门前耍大刀","2009-07-15 05:48","(13/3032)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dzjw.html","绝世武功：动桩训练之精华篇（四）","2009-07-04 06:36","(43/5445)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701016qpc.html","绝世武功：一个问题","2013-04-27 07:06","(417/5296)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102wp55.html","绝世武功：内家拳传承发扬的脉络","2016-08-21 18:16","(4/1415)"
"http://blog.sina.com.cn/s/blog_5d9eeb970101ed55.html","绝世武功：说猫步谈胯","2014-06-14 07:42","(236/11640)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dpeg.html","绝世武功：书拳释道","2009-06-11 15:07","(19/2410)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102w6oh.html","绝世武功：悟心容易，息心难","2015-11-25 07:02","(90/4305)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102wbsq.html","绝世武功：热气腾腾的饺子","2016-02-08 07:13","(76/1915)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100mngi.html","绝世武功：关于给我的视频问题","2010-11-19 17:44","(40/2813)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100lyc8.html","绝世武功：老四","2010-10-18 17:36","(36/2365)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100i8ei.html","绝世武功：智者与富豪","2010-04-26 08:55","(16/2041)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100nglz.html","绝世武功：过程","2010-12-21 08:58","(58/2190)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dqrd.html","绝世武功：花中之贵，荷者也。","2009-06-15 08:34","(9/2169)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100oqpy.html","绝世武功：“探索”","2011-02-18 10:16","(70/2407)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100ngnf.html","绝世武功：第九十八回 猿熟马驯方…","2010-12-21 10:45","(73/2658)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102vi4v.html","绝世武功：一念之间","2014-12-31 11:34","(121/4844)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102v0r1.html","绝世武功：温暖中秋","2014-09-07 17:30","(117/1923)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100n99d.html","绝世武功：劲力","2010-12-13 11:03","(34/2986)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701011tmq.html","绝世武功：武学的草绳原理","2012-09-18 06:38","(65/4346)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100gjdv.html","绝世武功：新年好","2009-12-31 21:00","(23/1319)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100qoxs.html","绝世武功：心的旅程","2011-05-06 09:19","(80/2498)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100pzo0.html","绝世武功：清明祭","2011-04-03 08:28","(33/1570)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100d2ik.html","桩功之要义","2009-04-26 08:55","(232/12544)"
"http://blog.sina.com.cn/s/blog_5d9eeb970101boz9.html","绝世武功：马年好","2014-01-01 08:08","(106/1610)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100ee8n.html","绝世武功:动桩训练之精华篇(九)","2009-07-29 07:00","(153/7400)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701017ngz.html","绝世武功：镜子人生","2013-06-07 08:46","(97/2755)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100r73b.html","绝世武功：功夫力学","2011-05-29 08:10","(69/3920)"
"http://blog.sina.com.cn/s/blog_5d9eeb970101702j.html","绝世武功：力不出尖，形不破体","2013-05-09 08:39","(188/8463)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100cuwk.html","“劲”的实质","2009-04-17 16:03","(84/7310)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100e6l4.html","绝世武功：剑侠旧事","2009-07-20 06:42","(23/2895)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100ksgr.html","绝世武功：武学理论与层次的关系，…","2010-08-16 17:47","(63/2585)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102wfgh.html","绝世武功：寒食","2016-04-03 09:15","(67/1988)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102ux3b.html","绝世武功：惭愧心","2014-07-18 08:21","(89/3250)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dl12.html","绝世武功：动桩训练（三）","2009-06-01 16:30","(97/8376)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100nuy6.html","绝世武功：武学玄虚与科学的关系","2011-01-07 17:58","(55/2544)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100mpsh.html","绝世武功：武学","2010-11-21 20:18","(43/2396)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100s0h6.html","绝世武功：关于“三尖”规矩","2011-07-07 07:06","(108/4644)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102w2hi.html","绝世武功：拳学与锻炼活动的区别","2015-10-17 11:20","(98/3816)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100f52q.html","绝世武功：古画如烟","2009-09-15 15:59","(11/1712)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100ds2q.html","绝世武功：书画艺术与武学艺术的关…","2009-06-18 06:10","(15/1923)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100kk2u.html","绝世武功：武学的不要搭错车","2010-08-04 17:50","(35/2545)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102x213.html","2017年04月25日","2017-04-25 09:42","(1/473)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102vt2p.html","绝世武功：武学锻炼需要的知己度人…","2015-06-21 08:33","(60/3888)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dmij.html","绝世武功：关于书画与“劲”的关系","2009-06-05 05:33","(43/3661)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701015k3o.html","绝世武功：生活与武学阴阳意识论的…","2013-03-14 09:27","(130/4899)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100j26q.html","绝世武功：发个提议","2010-06-04 11:13","(137/2295)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100fm4u.html","绝世武功：否定的否定才是进步的武…","2009-10-17 08:30","(47/2519)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102vtvt.html","绝世武功：骨骼，肌肉","2015-07-05 09:31","(55/4435)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100v03j.html","绝世武功：通家","2011-11-25 12:22","(30/3041)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100wcem.html","绝世武功：人体静动平衡与重心的剖…","2012-02-15 17:33","(52/4106)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100ifst.html","绝世武功：棉衣一定要钉好扣子。","2010-05-07 22:43","(30/2535)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100dalv.html","重要发帖","2009-05-09 16:14","(38/4797)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100eae2.html","绝世武功：松的市情","2009-07-26 06:42","(58/3431)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102v8f1.html","绝世武功：练拳去探宝","2014-11-28 10:42","(71/4792)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100rtqo.html","绝世武功：十三势之：按字诀","2011-06-28 06:33","(66/4287)"
"http://blog.sina.com.cn/s/blog_5d9eeb970102v1za.html","绝世武功：劲","2014-09-21 09:03","(122/6155)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100e20b.html","绝世武功：动桩训练之精华篇（六）","2009-07-09 06:40","(45/5269)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100bh30.html","武术的区别与传承","2008-12-04 13:23","(147/10661)"
"http://blog.sina.com.cn/s/blog_5d9eeb9701011l2c.html","绝世武功：武道不可省略的前奏曲","2012-09-07 06:14","(101/4834)"
"http://blog.sina.com.cn/s/blog_5d9eeb970101bq3i.html","绝世武功：联系的重要性","2014-01-03 07:15","(128/4645)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100fpfs.html","绝世武功：我是刀客","2009-10-24 10:13","(12/2698)"
"http://blog.sina.com.cn/s/blog_5d9eeb970100djed.html","绝世武功：动桩训练之（一）","2009-05-28 14:56","(148/13214)"
